감정명,문장 예시
우울감,그날은 마치 눈물을 흘리는 것처럼 보였다.
우울감,마치 눈물을 흘리는 날과 같았다.
우울감,하루였어. 것 같은 날 괜히 눈물이
우울감,괜히 눈물이 날 것 같은 하루였어.
우울감,"그냥 모르겠어, 이러는지 왜 힘들어. 내가"
우울감,왜 그런지 모르겠지만 힘들다.
우울감,"왜 그런지 모르겠지만, 그게 어렵다."
우울감,"내가 왜 이러는지 모르겠어, 그냥 힘들어."
우울감,하루 종일 기분이 좋지 않았다.
우울감,하루 종일 느껴지지 않았다.
우울감,하루 종일 기운이 없었어.
우울감,기운이 없었어. 하루 종일
우울감,아무도 아무 말도 하지 않았지만 나는 바보였다.
우울감,아무도 말하지 않았지만 안전하게 대답했다.
우울감,"아무도 말하지 않았고, 나를 속였습니다."
우울감,누가 뭐라고 한 것도 아닌데 속이 답답했어.
우울감,누가 아닌데 속이 것도 한 뭐라고 답답했어.
우울감,휴대폰을 보면서 시간을 보냈다.
우울감,핸드폰만 들여다보면서 시간을 보냈어.
우울감,나는 휴대폰을 보면서 시간을 보냈다.
우울감,핸드폰만 보냈어. 들여다보면서 시간을
우울감,바라보며 보냈어. 누워서 천장만 시간을
우울감,나는 앉아서 지붕을 바라보는 시간을 보냈다.
우울감,잠을 자고 지붕을 바라보며 시간을 보냈다.
우울감,누워서 천장만 바라보며 시간을 보냈어.
우울감,나는 하루 종일 방에서 침묵했다.
우울감,나는 하루 종일 방에서 조용했다.
우울감,방 안에서 하루 종일 조용했다.
우울감,조용히 안에서 하루 방 종일 있었어.
우울감,하루 종일 방 안에서 조용히 있었어.
우울감,나는 하루 종일 창문 밖을 쳐다보았다.
우울감,나는 하루 종일 창문 밖을 바라보았다.
우울감,하루 종일 창문을 쳐다보았다.
우울감,창밖만 바라봤어. 멍하니 하루 종일
우울감,하루 종일 창밖만 멍하니 바라봤어.
우울감,오늘은 아무것도 하지 않고 침대에 누워 있었다.
우울감,침대에만 아무것도 오늘 있었어. 누워 않고 하지
우울감,오늘은 아무것도 하지 않고 침대에 누워있었습니다.
우울감,오늘 아무것도 하지 않고 침대에만 누워 있었어.
우울감,거울 속에서 보이는 것은 놀라운 모습이었다.
우울감,속 거울 낯설게 내 느껴졌어. 모습이
우울감,나는 거울 속에서 이상하게 보였다.
우울감,거울 속에서 이상하게 느껴졌다.
우울감,거울 속 내 모습이 낯설게 느껴졌어.
우울감,나는 내 친구에게 대답 할 수 없습니다.
우울감,친구한테 답장할 힘도 없었어.
우울감,답장할 힘도 없었어. 친구한테
우울감,친구에게 대답할 힘이 없었다.
우울감,나는 내 친구에게 대답할 수 없었다.
우울감,시간을 하나도 하고 집안일 흘려보냈어. 못
우울감,집안일 하나도 못 하고 시간을 흘려보냈어.
우울감,집안일도 없고 시간도 낭비했다.
우울감,집안일은 없고 시간이 걸린다.
우울감,나는 집안일을 하지 않았고 시간을 보냈다.
우울감,나는 목욕조차 하지 않았다.
우울감,샤워할 기운조차 없었어.
우울감,샤워하는 느낌도 없었다.
우울감,나는 심지어 샤워를 하지 않았다.
우울감,기운조차 없었어. 샤워할
우울감,먹었는데 그냥 바보였어요.
우울감,나는 바보였고 그냥 바보였다.
우울감,"그냥 먹고, 그냥 어리석은 사람이다."
우울감,밥도 거르고 그냥 멍하니 있었어.
우울감,멍하니 그냥 있었어. 밥도 거르고
불안,"만약 당신이 어리석은 사람이라면, 불안을 풀어라."
불안,그냥 멍하게 있다 보면 불안이 밀려와.
불안,"당신이 어리석은 경우에, 불안을 얻으십시오."
불안,불안이 보면 멍하게 그냥 있다 밀려와.
불안,어리석음을 보면 걱정이 쏟아져 나옵니다.
불안,"사람들은 모른다, 나는 정말 걱정."
불안,사람들이 나 진짜 모를 불안해. 뿐이지
불안,"그들은 모른다, 나는 정말로 걱정했다."
불안,사람들은 알지 못하지만 정말 걱정합니다.
불안,사람들이 모를 뿐이지 나 진짜 불안해.
불안,오늘날 진정한 불안으로 인해 아무것도 잡혀 있지 않습니다.
불안,"오늘날, 불안 때문에 손에 아무것도 잡혀 있지 않습니다."
불안,진정한 걱정 때문에 아무것도 얻을 수 없습니다.
불안,때문에 아무것도 안 요즘 진짜 잡혀. 손에 불안
불안,요즘 진짜 불안 때문에 아무것도 손에 안 잡혀.
불안,나는 말을 하지 않았지만 내 마음은 끊임없이 걱정스러웠다.
불안,불안하고 말은 속으로는 했지만 계속 못 있었어.
불안,아무 말도 하지 않았지만 내부는 걱정스러웠다.
불안,"나는 말하지 않았다, 그러나 나는 여전히 걱정했다."
불안,말은 못 했지만 속으로는 계속 불안하고 있었어.
불안,진정한 불안이 나를 먹게 했다.
불안,진짜 걱정이 나를 흔들고 있다.
불안,나는 정말로 나를 먹는 것에 대해 걱정한다.
불안,나를 갉아먹는 불안이 느낌이야. 진심으로
불안,진심으로 불안이 나를 갉아먹는 느낌이야.
불안,느껴져서 계속 하루 종일 우울했어. 불안이
불안,계속 불안이 느껴져서 하루 종일 우울했어.
불안,나는 끊임없이 불안하고 하루 종일 실망했다.
불안,나는 걱정하고 하루 종일 우울해졌다.
불안,나는 하루 종일 불안하고 우울했다.
불안,이 걱정이 계속되면 붕괴될 것 같습니다.
불안,이런 불안이 계속되면 무너질 것 같아.
불안,계속되면 이런 무너질 불안이 같아. 것
불안,"이 불안이 계속된다면, 그것은 떨어질 것입니다."
불안,"이러한 불안이 계속된다면, 그것은 붕괴됩니다."
불안,"그녀는 그녀가 괜찮다고 말했지만, 그녀는 항상 불안했다."
불안,괜찮다고 하더라도 걱정이 계속됩니다.
불안,괜찮다고 말하면서도 계속 불안이 따라다녀.
불안,불안이 따라다녀. 괜찮다고 말하면서도 계속
불안,그는 괜찮다고 말하고 계속 걱정한다.
불안,불안은 이미 축적되었고 지금은 사라진 것처럼 보입니다.
불안,불안이 쌓이고 쌓여서 이제는 무뎌진 것 같아.
불안,걱정이 쌓여 있고 지금은 무력하다고 생각합니다.
불안,불안이 무뎌진 것 이제는 같아. 쌓이고 쌓여서
불안,"걱정은 끝났고, 지금은 불가능한 것처럼 보입니다."
불안,불안 때문에 웃는 게 어색해졌어.
불안,걱정스럽게 웃는 것이 놀랍습니다.
불안,걱정스럽게 웃는 것은 이상하다.
불안,불안 때문에 웃는 것이 이상했습니다.
불안,어색해졌어. 웃는 때문에 불안 게
불안,마음이 복잡하고 어지러워.
불안,당신의 마음은 복잡하고 복잡합니다.
불안,어지러워. 복잡하고 마음이
불안,마음은 복잡하고 혼란스럽다.
불안,마음은 복잡하고 어리석은 것입니다.
불안,아무도 아무 말도 하지 않았지만 나는 바보였다.
불안,아무도 말하지 않았지만 안전하게 대답했다.
불안,뭐라고 누가 것도 속이 한 아닌데 답답했어.
불안,"아무도 말하지 않았고, 나를 속였습니다."
불안,누가 뭐라고 한 것도 아닌데 속이 답답했어.
불안,"괜찮아, 나는 침몰했다고 느꼈다."
불안,"그것은 일어나지 않지만, 나는 여전히 죽고있다."
불안,가라앉는 자꾸 별일 기분이 없는데 들어.
불안,별일 없는데 자꾸 가라앉는 기분이 들어.
불안,아무것도 없지만 끊임없이 익사하는 것처럼 느껴집니다.
불안,혼자 있으면 쓸쓸함이 밀려와.
불안,"혼자있을 때, 불행을 제거하십시오."
불안,쓸쓸함이 밀려와. 있으면 혼자
불안,혼자 있으면 쓸모가 없을 것이다.
불안,"만약 당신이 혼자 있다면, 문제를 풀어주십시오."
불안,말을 할 때 마음이 텅 비어있다.
불안,대화에도 마음이 텅 비어 있었다.
불안,대화를 해도 마음이 공허했어.
불안,"내가 말했을 때, 내 마음은 텅 비어 있었다."
불안,공허했어. 마음이 대화를 해도
불안,아무 이유도 없고 아무 이유도 없다.
불안,그냥 이유 없이 지치고 힘들었어.
불안,힘들었어. 그냥 없이 이유 지치고
불안,어렵고 피곤한 이유가 없었다.
불안,이유 없이 피곤하고 힘들었다.
불안,하루 종일 기분이 좋지 않았다.
불안,기운이 하루 없었어. 종일
불안,하루 종일 느껴지지 않았다.
불안,하루 종일 기운이 없었어.
불안,집중하지 않고 어리석은
불안,일상에 집중이 안 되고 멍했어.
불안,집중이 되고 일상에 안 멍했어.
불안,집중하지 않는 것은 어리석은 일이다.
불안,집중하지 말고 어리석다.
불안,왜 그런지 모르겠지만 힘들다.
불안,왜 그런지 모르겠지만 어렵다.
불안,"모르겠어, 이러는지 그냥 힘들어. 내가 왜"
불안,"왜 그런지 모르겠지만, 그게 어렵다."
불안,"내가 왜 이러는지 모르겠어, 그냥 힘들어."
불안,하루였어. 것 눈물이 날 같은 괜히
불안,그것은 눈물의 날과 같았다.
불안,그날은 마치 눈물을 흘리는 것처럼 보였다.
불안,마치 눈물을 흘리는 날과 같았다.
불안,괜히 눈물이 날 것 같은 하루였어.
불안,나는 하루 종일 창문 밖을 쳐다보았다.
불안,나는 하루 종일 창문 밖을 바라보았다.
불안,하루 종일 창문을 쳐다보았다.
불안,하루 종일 창밖만 멍하니 바라봤어.
불안,종일 창밖만 하루 멍하니 바라봤어.
불안,거울 속에서 보이는 것은 놀라운 모습이었다.
불안,거울 낯설게 모습이 느껴졌어. 속 내
불안,나는 거울 속에서 이상하게 보였다.
불안,거울 속에서 이상하게 느껴졌다.
불안,거울 속 내 모습이 낯설게 느껴졌어.
불안,나는 내 친구에게 대답 할 수 없습니다.
불안,친구한테 답장할 힘도 없었어.
불안,없었어. 답장할 힘도 친구한테
불안,친구에게 대답할 힘이 없었다.
불안,나는 내 친구에게 대답할 수 없었다.
불안,흘려보냈어. 시간을 집안일 못 하고 하나도
불안,집안일 하나도 못 하고 시간을 흘려보냈어.
불안,집안일도 없고 시간도 낭비했다.
불안,집안일은 없고 시간이 걸린다.
불안,나는 집안일을 하지 않았고 시간을 보냈다.
불안,나는 심지어 샤워를 하지 않았다.
불안,샤워할 기운조차 없었어.
불안,나는 목욕조차 하지 않았다.
불안,샤워하는 느낌도 없었다.
불안,오늘은 아무것도 하지 않고 침대에 누워 있었다.
불안,침대에만 아무것도 않고 하지 있었어. 오늘 누워
불안,오늘은 아무것도 하지 않고 침대에 누워있었습니다.
불안,오늘 아무것도 하지 않고 침대에만 누워 있었어.
불안,휴대폰을 보면서 시간을 보냈다.
불안,핸드폰만 들여다보면서 시간을 보냈어.
불안,나는 휴대폰을 보면서 시간을 보냈다.
불안,보냈어. 들여다보면서 핸드폰만 시간을
불안,먹었는데 그냥 바보였어요.
불안,나는 바보였고 그냥 바보였다.
불안,"그냥 먹고, 그냥 어리석은 사람이다."
불안,밥도 거르고 그냥 멍하니 있었어.
불안,밥도 있었어. 멍하니 거르고 그냥
불안,나는 하루 종일 방에서 침묵했다.
불안,방 안에서 하루 종일 조용했다.
불안,하루 종일 방 안에서 조용히 있었어.
불안,나는 하루 종일 방에서 조용했다.
불안,방 하루 종일 조용히 있었어. 안에서
불안,나는 앉아서 지붕을 바라보는 시간을 보냈다.
불안,바라보며 누워서 천장만 시간을 보냈어.
불안,나는 잠을 자고 천장을 쳐다보았다.
불안,누워서 천장만 바라보며 시간을 보냈어.
불안,잠을 자고 지붕을 바라보며 시간을 보냈다.
스트레스,압력은 내 모든 것에서 사라졌다.
스트레스,있어. 일상 잠식하고 스트레스이 내 전부를
스트레스,스트레스는 내 인생 전체를 극복한다.
스트레스,스트레스이 내 일상 전부를 잠식하고 있어.
스트레스,스트레스는 나의 모든 것을 제거합니다.
스트레스,잠을 자고 일어나면 스트레스가 니다.
스트레스,잠을 자고 일어나면 스트레스가 커진다.
스트레스,잠을 자고 일어나는 것은 스트레스가 많다.
스트레스,자고 일어나도 스트레스은 그대로야.
스트레스,일어나도 자고 스트레스은 그대로야.
스트레스,이런 스트레스가 계속되면 떨어질 것이다.
스트레스,것 계속되면 무너질 이런 스트레스이 같아.
스트레스,이런 스트레스이 계속되면 무너질 것 같아.
스트레스,이 스트레스가 계속되면 그것은 떨어질 것입니다.
스트레스,"이러한 압박이 계속된다면, 그것은 붕괴됩니다."
스트레스,스트레스가 늘어나고 지금은 멈추지 않는 것 같다.
스트레스,스트레스는 끝났고 지금은 견딜 수 없는 것처럼 보입니다.
스트레스,쌓여서 이제는 것 무뎌진 스트레스이 쌓이고 같아.
스트레스,스트레스이 쌓이고 쌓여서 이제는 무뎌진 것 같아.
스트레스,긴장과 긴장은 이미 사라진 것처럼 보입니다.
스트레스,솔직히 말해서 나 지금 스트레스 때문에 힘들어.
스트레스,솔직히 스트레스 지금 힘들어. 나 때문에 말해서
스트레스,"솔직히 말하자면, 지금은 스트레스로 인해 힘들다."
스트레스,"진실로 말하자면, 나는 지금 긴장하고 있습니다."
스트레스,"솔직히 말하자면, 지금은 스트레스가 나쁘지 않다."
스트레스,잠식당하는 스트레스에 기분이야. 자꾸
스트레스,끊임없이 긴장합니다.
스트레스,계속 스트레스를 느낀다.
스트레스,자꾸 스트레스에 잠식당하는 기분이야.
스트레스,나는 항상 스트레스를 느낀다.
스트레스,나는 내가 일할 수 없다는 것을 너무 강조한다.
스트레스,너무 못 하겠어. 심해서 스트레스이 일도
스트레스,스트레스가 너무 많아서 일을 할 수 없습니다.
스트레스,스트레스가 너무 많아서 일할 수가 없습니다.
스트레스,스트레스이 너무 심해서 일도 못 하겠어.
스트레스,나는 최근에 긴장하고 병원에 가고 싶었다.
스트레스,나는 너무 긴장되어 병원에 가야 한다고 생각한다.
스트레스,나 가볼까 병원 중이야. 스트레스이 너무 심해서 요즘 고민
스트레스,나 요즘 스트레스이 너무 심해서 병원 가볼까 고민 중이야.
스트레스,최근에는 스트레스가 너무 많아서 병원에 가고 싶습니다.
스트레스,만나기도 싫어. 스트레스이 심해서 너무 사람
스트레스,나는 너무 스트레스를 받아서 사람들을 만나는 것을 좋아하지 않는다.
스트레스,스트레스가 많아서 사람을 만나는 것을 싫어합니다.
스트레스,스트레스이 너무 심해서 사람 만나기도 싫어.
스트레스,나는 긴장하고 다른 사람을 보는 것을 좋아하지 않는다.
스트레스,때때로 나는 스트레스없이 살고 싶다고 생각한다.
스트레스,때때로 나는 스트레스가 없는 상황에서 살고 싶다.
스트레스,때로는 스트레스가 없는 삶을 살고 싶다.
스트레스,가끔은 스트레스 없이 살고 싶다는 생각이 들어.
스트레스,생각이 들어. 살고 스트레스 싶다는 없이 가끔은
스트레스,그것은 눈물의 날과 같았다.
스트레스,그날은 마치 눈물을 흘리는 것처럼 보였다.
스트레스,마치 눈물을 흘리는 날과 같았다.
스트레스,것 날 눈물이 하루였어. 같은 괜히
스트레스,괜히 눈물이 날 것 같은 하루였어.
스트레스,어지러워. 마음이 복잡하고
스트레스,마음이 복잡하고 어지러워.
스트레스,당신의 마음은 복잡하고 복잡합니다.
스트레스,마음은 복잡하고 혼란스럽다.
스트레스,마음은 복잡하고 어리석은 것입니다.
스트레스,왜 그런지 모르겠지만 힘들다.
스트레스,왜 그런지 모르겠지만 어렵다.
스트레스,"왜 그런지 모르겠지만, 그게 어렵다."
스트레스,"그냥 왜 모르겠어, 힘들어. 내가 이러는지"
스트레스,"내가 왜 이러는지 모르겠어, 그냥 힘들어."
스트레스,하루 종일 기분이 좋지 않았다.
스트레스,하루 기운이 없었어. 종일
스트레스,하루 종일 느껴지지 않았다.
스트레스,하루 종일 기운이 없었어.
스트레스,아무도 아무 말도 하지 않았지만 나는 바보였다.
스트레스,아무도 말하지 않았지만 안전하게 대답했다.
스트레스,뭐라고 아닌데 누가 것도 한 속이 답답했어.
스트레스,"아무도 말하지 않았고, 나를 속였습니다."
스트레스,누가 뭐라고 한 것도 아닌데 속이 답답했어.
스트레스,아무 이유도 없고 아무 이유도 없다.
스트레스,그냥 이유 없이 지치고 힘들었어.
스트레스,지치고 없이 그냥 이유 힘들었어.
스트레스,어렵고 피곤한 이유가 없었다.
스트레스,이유 없이 피곤하고 힘들었다.
스트레스,일상에 안 집중이 되고 멍했어.
스트레스,집중하지 않고 어리석은
스트레스,일상에 집중이 안 되고 멍했어.
스트레스,집중하지 않는 것은 어리석은 일이다.
스트레스,집중하지 말고 어리석다.
스트레스,"괜찮아, 나는 침몰했다고 느꼈다."
스트레스,"그것은 일어나지 않지만, 나는 여전히 죽고있다."
스트레스,기분이 들어. 없는데 자꾸 가라앉는 별일
스트레스,별일 없는데 자꾸 가라앉는 기분이 들어.
스트레스,아무것도 없지만 끊임없이 익사하는 것처럼 느껴집니다.
스트레스,혼자 있으면 쓸쓸함이 밀려와.
스트레스,"혼자있을 때, 불행을 제거하십시오."
스트레스,혼자 있으면 쓸모가 없을 것이다.
스트레스,"만약 당신이 혼자 있다면, 문제를 풀어주십시오."
스트레스,말을 할 때 마음이 텅 비어있다.
스트레스,대화에도 마음이 텅 비어 있었다.
스트레스,대화를 해도 마음이 공허했어.
스트레스,마음이 대화를 해도 공허했어.
스트레스,"내가 말했을 때, 내 마음은 텅 비어 있었다."
스트레스,나는 내 친구에게 대답 할 수 없습니다.
스트레스,친구한테 답장할 힘도 없었어.
스트레스,친구한테 없었어. 힘도 답장할
스트레스,친구에게 대답할 힘이 없었다.
스트레스,나는 내 친구에게 대답할 수 없었다.
스트레스,휴대폰을 보면서 시간을 보냈다.
스트레스,핸드폰만 들여다보면서 시간을 보냈어.
스트레스,나는 휴대폰을 보면서 시간을 보냈다.
스트레스,보냈어. 들여다보면서 핸드폰만 시간을
스트레스,오늘은 아무것도 하지 않고 침대에 누워 있었다.
스트레스,침대에만 않고 하지 있었어. 오늘 아무것도 누워
스트레스,오늘은 아무것도 하지 않고 침대에 누워있었습니다.
스트레스,오늘 아무것도 하지 않고 침대에만 누워 있었어.
스트레스,하나도 못 흘려보냈어. 집안일 하고 시간을
스트레스,집안일 하나도 못 하고 시간을 흘려보냈어.
스트레스,집안일도 없고 시간도 낭비했다.
스트레스,집안일은 없고 시간이 걸린다.
스트레스,나는 집안일을 하지 않았고 시간을 보냈다.
스트레스,나는 심지어 샤워를 하지 않았다.
스트레스,샤워할 기운조차 없었어.
스트레스,나는 목욕조차 하지 않았다.
스트레스,샤워하는 느낌도 없었다.
스트레스,먹었는데 그냥 바보였어요.
스트레스,나는 바보였고 그냥 바보였다.
스트레스,"그냥 먹고, 그냥 어리석은 사람이다."
스트레스,밥도 거르고 그냥 멍하니 있었어.
스트레스,그냥 거르고 있었어. 밥도 멍하니
스트레스,거울 속 내 낯설게 느껴졌어. 모습이
스트레스,거울 속에서 보이는 것은 놀라운 모습이었다.
스트레스,나는 거울 속에서 이상하게 보였다.
스트레스,거울 속에서 이상하게 느껴졌다.
스트레스,거울 속 내 모습이 낯설게 느껴졌어.
스트레스,나는 앉아서 지붕을 바라보는 시간을 보냈다.
스트레스,나는 잠을 자고 천장을 쳐다보았다.
스트레스,누워서 천장만 바라보며 시간을 보냈어.
스트레스,잠을 자고 지붕을 바라보며 시간을 보냈다.
스트레스,천장만 누워서 바라보며 시간을 보냈어.
스트레스,나는 하루 종일 창문 밖을 쳐다보았다.
스트레스,나는 하루 종일 창문 밖을 바라보았다.
스트레스,하루 종일 창문을 쳐다보았다.
스트레스,하루 종일 창밖만 멍하니 바라봤어.
스트레스,멍하니 창밖만 바라봤어. 종일 하루
스트레스,나는 하루 종일 방에서 침묵했다.
스트레스,조용히 있었어. 종일 방 안에서 하루
스트레스,방 안에서 하루 종일 조용했다.
스트레스,하루 종일 방 안에서 조용히 있었어.
스트레스,나는 하루 종일 방에서 조용했다.
외로움,나는 끊임없이 외로움을 느낀다.
외로움,그녀는 여전히 외로움을 느낀다.
외로움,자꾸 외로움에 잠식당하는 기분이야.
외로움,잠식당하는 자꾸 외로움에 기분이야.
외로움,항상 외로움을 느낀다.
외로움,정말로 외로움이 나를 먹는 것처럼 느껴집니다.
외로움,나는 정말로 외로움이 나를 흔들고 있는 것처럼 느낀다.
외로움,진심으로 외로움이 나를 갉아먹는 느낌이야.
외로움,진심으로 느낌이야. 외로움이 갉아먹는 나를
외로움,진정한 외로움은 나에게 외로움을 느끼게 한다.
외로움,외로움이 고통스럽고 아무 말도 하지 않는다.
외로움,외로움이 말도 아무 하기 싫어. 괴로워서
외로움,외로움이 괴로워서 아무 말도 하기 싫어.
외로움,나는 외로움으로 고통 받고 아무 말도 하지 않는다.
외로움,"외로움의 고통, 나는 말하고 싶지 않다."
외로움,때때로 나는 외로움을 원하지 않는다고 느낀다.
외로움,가끔은 외로움 없이 살고 싶다는 생각이 들어.
외로움,때로는 혼자 사는 것을 원한다.
외로움,가끔은 들어. 싶다는 살고 외로움 없이 생각이
외로움,때때로 나는 외로움 없이 살고 싶다.
외로움,종일 생각뿐이었어. 외로움 하루
외로움,나는 하루 종일 외로움에 대해 생각했다.
외로움,나는 하루 종일 외로움을 생각한다.
외로움,하루 종일 외로움 생각뿐이었어.
외로움,외로움은 내 인생 전체를 덮고 있다.
외로움,외로움은 모든 것을 둘러싸고 있다.
외로움,외로움이 내 일상 전부를 잠식하고 있어.
외로움,내 일상 잠식하고 있어. 외로움이 전부를
외로움,외로움은 나의 모든 날을 덮고 있다.
외로움,"이렇게 왜 모르겠어. 외로움하지, 나도"
외로움,왜 그렇게 혼자 있는지 모르겠다.
외로움,"왜 이렇게 외로움하지, 나도 모르겠어."
외로움,"외로움이 없고, 음식도 없고, 잠도 없다."
외로움,외로움 때문에 밥맛도 없고 잠도 안 와.
외로움,외로움 때문에 없고 안 와. 잠도 밥맛도
외로움,외로움을 위해 먹지 않고 잠을 자지 않는다.
외로움,외로움 때문에 먹거나 잠들지 않는다.
외로움,요즘은 혼자 있고 병원에 가는 게 힘들다.
외로움,심해서 가볼까 나 병원 외로움이 고민 중이야. 너무 요즘
외로움,나 요즘 외로움이 너무 심해서 병원 가볼까 고민 중이야.
외로움,나는 너무 외로워서 병원에 가야 한다.
외로움,나는 최근에 혼자 있었고 병원에 가고 싶었다.
외로움,"잠을 자고, 일어나고, 외로움이 바로 그 일이다."
외로움,잠을 자고 깨어나는 것은 외로움이다.
외로움,일어나서 잠을 자면 외롭다.
외로움,자고 일어나도 외로움은 그대로야.
외로움,외로움은 자고 일어나도 그대로야.
외로움,그것은 눈물의 날과 같았다.
외로움,괜히 눈물이 날 것 같은 하루였어.
외로움,그날은 마치 눈물을 흘리는 것처럼 보였다.
외로움,마치 눈물을 흘리는 날과 같았다.
외로움,눈물이 것 괜히 날 하루였어. 같은
외로움,아무도 아무 말도 하지 않았지만 나는 바보였다.
외로움,아무도 말하지 않았지만 안전하게 대답했다.
외로움,한 속이 누가 답답했어. 아닌데 뭐라고 것도
외로움,"아무도 말하지 않았고, 나를 속였습니다."
외로움,누가 뭐라고 한 것도 아닌데 속이 답답했어.
외로움,아무 이유도 없고 아무 이유도 없다.
외로움,그냥 이유 없이 지치고 힘들었어.
외로움,어렵고 피곤한 이유가 없었다.
외로움,이유 없이 피곤하고 힘들었다.
외로움,힘들었어. 그냥 지치고 없이 이유
외로움,하루 종일 기분이 좋지 않았다.
외로움,하루 없었어. 기운이 종일
외로움,하루 종일 느껴지지 않았다.
외로움,하루 종일 기운이 없었어.
외로움,"괜찮아, 나는 침몰했다고 느꼈다."
외로움,"그것은 일어나지 않지만, 나는 여전히 죽고있다."
외로움,기분이 들어. 없는데 가라앉는 별일 자꾸
외로움,별일 없는데 자꾸 가라앉는 기분이 들어.
외로움,아무것도 없지만 끊임없이 익사하는 것처럼 느껴집니다.
