감정명,문장 예시
스트레스,솔직히 말해서 나 지금 스트레스 때문에 힘들어.
스트레스,때문에 힘들어. 스트레스 나 지금 솔직히 말해서
스트레스,계속 스트레스를 느낀다.
스트레스,자꾸 스트레스에 잠식당하는 기분이야.
스트레스,스트레스에 잠식당하는 자꾸 기분이야.
스트레스,나는 내가 일할 수 없다는 것을 너무 강조한다.
스트레스,스트레스이 너무 심해서 일도 못 하겠어.
스트레스,스트레스이 너무 심해서 못 하겠어. 일도
스트레스,나는 너무 긴장되어 병원에 가야 한다고 생각한다.
스트레스,나 요즘 스트레스이 너무 심해서 병원 가볼까 고민 중이야.
스트레스,심해서 병원 고민 너무 요즘 가볼까 나 스트레스이 중이야.
스트레스,나는 너무 스트레스를 받아서 사람들을 만나는 것을 좋아하지 않는다.
스트레스,스트레스이 너무 심해서 사람 만나기도 싫어.
스트레스,스트레스이 싫어. 너무 사람 만나기도 심해서
스트레스,때때로 나는 스트레스없이 살고 싶다고 생각한다.
스트레스,가끔은 스트레스 없이 살고 싶다는 생각이 들어.
스트레스,싶다는 가끔은 스트레스 들어. 생각이 살고 없이
스트레스,같은 것 눈물이 하루였어. 괜히 날
스트레스,"왜 이러는지 모르겠어, 그냥 내가 힘들어."
스트레스,종일 하루 기운이 없었어.
스트레스,누가 답답했어. 것도 한 속이 아닌데 뭐라고
스트레스,이유 없이 그냥 힘들었어. 지치고
스트레스,집중이 멍했어. 안 되고 일상에
스트레스,들어. 기분이 없는데 가라앉는 별일 자꾸
스트레스,혼자 밀려와. 있으면 쓸쓸함이
스트레스,마음이 대화를 공허했어. 해도
스트레스,시간을 핸드폰만 들여다보면서 보냈어.
스트레스,누워 하지 침대에만 오늘 않고 아무것도 있었어.
스트레스,못 하고 하나도 흘려보냈어. 시간을 집안일
스트레스,샤워할 없었어. 기운조차
스트레스,멍하니 밥도 있었어. 그냥 거르고
스트레스,속 느껴졌어. 모습이 낯설게 거울 내
스트레스,시간을 누워서 보냈어. 바라보며 천장만
스트레스,하루 바라봤어. 창밖만 멍하니 종일
스트레스,종일 조용히 하루 있었어. 안에서 방
외로움,그녀는 여전히 외로움을 느낀다.
외로움,자꾸 외로움에 잠식당하는 기분이야.
외로움,외로움에 기분이야. 자꾸 잠식당하는
외로움,정말로 외로움이 나를 먹는 것처럼 느껴집니다.
외로움,진심으로 외로움이 나를 갉아먹는 느낌이야.
외로움,외로움이 진심으로 느낌이야. 갉아먹는 나를
외로움,나는 외로움으로 고통 받고 아무 말도 하지 않는다.
외로움,외로움이 괴로워서 아무 말도 하기 싫어.
외로움,말도 싫어. 아무 괴로워서 외로움이 하기
외로움,때때로 나는 외로움 없이 살고 싶다.
외로움,가끔은 외로움 없이 살고 싶다는 생각이 들어.
외로움,들어. 싶다는 외로움 살고 생각이 가끔은 없이
외로움,나는 하루 종일 외로움에 대해 생각했다.
외로움,하루 종일 외로움 생각뿐이었어.
외로움,종일 하루 생각뿐이었어. 외로움
외로움,외로움은 내 인생 전체를 덮고 있다.
외로움,외로움이 내 일상 전부를 잠식하고 있어.
외로움,전부를 외로움이 잠식하고 내 일상 있어.
외로움,왜 그렇게 혼자 있는지 모르겠다.
외로움,"왜 이렇게 외로움하지, 나도 모르겠어."
외로움,"이렇게 외로움하지, 왜 모르겠어. 나도"
외로움,외로움을 위해 먹지 않고 잠을 자지 않는다.
외로움,외로움 때문에 밥맛도 없고 잠도 안 와.
외로움,잠도 밥맛도 와. 없고 외로움 안 때문에
외로움,나는 너무 외로워서 병원에 가야 한다.
외로움,나 요즘 외로움이 너무 심해서 병원 가볼까 고민 중이야.
외로움,외로움이 심해서 너무 요즘 나 병원 중이야. 가볼까 고민
외로움,잠을 자고 깨어나는 것은 외로움이다.
외로움,자고 일어나도 외로움은 그대로야.
외로움,일어나도 자고 외로움은 그대로야.
외로움,하루였어. 눈물이 것 괜히 날 같은
외로움,속이 아닌데 뭐라고 누가 답답했어. 한 것도
외로움,없이 지치고 힘들었어. 이유 그냥
외로움,기운이 없었어. 종일 하루
외로움,별일 기분이 들어. 없는데 자꾸 가라앉는
외로움,복잡하고 어지러워. 마음이
외로움,밀려와. 쓸쓸함이 있으면 혼자
외로움,집중이 되고 안 멍했어. 일상에
외로움,"힘들어. 그냥 왜 모르겠어, 내가 이러는지"
외로움,대화를 해도 공허했어. 마음이
외로움,낯설게 모습이 거울 내 속 느껴졌어.
외로움,않고 누워 아무것도 침대에만 하지 있었어. 오늘
외로움,안에서 있었어. 조용히 하루 방 종일
외로움,시간을 보냈어. 천장만 바라보며 누워서
외로움,힘도 친구한테 없었어. 답장할
외로움,시간을 들여다보면서 보냈어. 핸드폰만
외로움,멍하니 있었어. 그냥 밥도 거르고
외로움,하고 하나도 시간을 집안일 흘려보냈어. 못
외로움,바라봤어. 하루 종일 멍하니 창밖만
무기력,나는 힘을 극복하고 싶지만 쉽지 않다.
무기력,무기력을(를) 이겨내고 싶은데 쉽지가 않아.
무기력,않아. 무기력을(를) 쉽지가 이겨내고 싶은데
무기력,나는 하루 종일 무력하고 우울하다고 느꼈다.
무기력,계속 무기력이 느껴져서 하루 종일 우울했어.
무기력,하루 계속 무기력이 우울했어. 느껴져서 종일
무기력,나는 힘의 감각을 표현하는 방법을 모른다.
무기력,무기력이라는 감정을 어떻게 표현해야 할지 모르겠어.
무기력,모르겠어. 표현해야 감정을 무기력이라는 어떻게 할지
무기력,나는 너무 무력해서 사람들을 만나는 것을 좋아하지 않는다.
무기력,무기력이 너무 심해서 사람 만나기도 싫어.
무기력,싫어. 사람 심해서 너무 무기력이 만나기도
무기력,나는 하루 종일 무력에 대해 생각했다.
무기력,하루 종일 무기력 생각뿐이었어.
무기력,생각뿐이었어. 하루 종일 무기력
무기력,"그는 괜찮다고 말하지만, 그는 여전히 무력하다."
무기력,괜찮다고 말하면서도 계속 무기력이 따라다녀.
무기력,괜찮다고 따라다녀. 말하면서도 계속 무기력이
무기력,"왜 그렇게 무력한지, 나는 모른다."
무기력,"왜 이렇게 무기력하지, 나도 모르겠어."
무기력,"왜 모르겠어. 나도 무기력하지, 이렇게"
무기력,"이 힘이 계속된다면, 그것은 붕괴 될 것이다."
무기력,이런 무기력이 계속되면 무너질 것 같아.
무기력,계속되면 이런 것 같아. 무너질 무기력이
무기력,나는 이 나라가 무력하다고 생각한다.
무기력,지금 이 상태가 무기력인 건가 싶어.
무기력,이 건가 무기력인 지금 상태가 싶어.
무기력,나는 너무 힘들고 나는 병원에 가고 있다고 생각한다.
무기력,나 요즘 무기력이 너무 심해서 병원 가볼까 고민 중이야.
무기력,가볼까 너무 나 병원 중이야. 심해서 요즘 무기력이 고민
무기력,들어. 없는데 가라앉는 자꾸 별일 기분이
무기력,해도 마음이 공허했어. 대화를
무기력,복잡하고 마음이 어지러워.
무기력,멍했어. 일상에 집중이 되고 안
무기력,눈물이 날 같은 것 괜히 하루였어.
무기력,지치고 이유 그냥 없이 힘들었어.
무기력,"힘들어. 모르겠어, 그냥 왜 이러는지 내가"
무기력,뭐라고 한 속이 아닌데 것도 누가 답답했어.
무기력,거울 낯설게 내 모습이 느껴졌어. 속
무기력,종일 안에서 하루 방 조용히 있었어.
무기력,바라봤어. 멍하니 하루 종일 창밖만
무기력,못 집안일 시간을 하나도 하고 흘려보냈어.
무기력,거르고 멍하니 밥도 있었어. 그냥
무기력,누워 오늘 침대에만 아무것도 있었어. 않고 하지
무기력,힘도 없었어. 친구한테 답장할
무기력,기운조차 없었어. 샤워할
무기력,천장만 바라보며 누워서 시간을 보냈어.
분노,오늘날 진정한 분노로 인해 아무것도 손에 잡혀 있지 않습니다.
분노,요즘 진짜 분노 때문에 아무것도 손에 안 잡혀.
분노,잡혀. 아무것도 분노 때문에 요즘 안 손에 진짜
분노,분노가 나를 먹는 것처럼 느껴졌다.
분노,진심으로 분노이 나를 갉아먹는 느낌이야.
분노,나를 갉아먹는 분노이 진심으로 느낌이야.
분노,나는 화가 나서 아무 말도 하지 않는다.
분노,분노이 괴로워서 아무 말도 하기 싫어.
분노,아무 하기 괴로워서 분노이 싫어. 말도
분노,그는 계속 화가 났다.
분노,자꾸 분노에 잠식당하는 기분이야.
분노,기분이야. 잠식당하는 자꾸 분노에
분노,"나는 울고있다, 어쩌면 분노 때문에."
분노,"말없이 눈물만 나, 아마 분노 때문일 거야."
분노,"때문일 눈물만 말없이 거야. 나, 아마 분노"
분노,나는 왜 그렇게 화가 났는지 모르겠다.
분노,"왜 이렇게 분노하지, 나도 모르겠어."
분노,"분노하지, 이렇게 왜 나도 모르겠어."
분노,이렇게 오랫동안 분노를 느끼는 것은 처음이었습니다.
분노,분노이라는 감정을 이렇게 오래 느낀 건 처음이야.
분노,처음이야. 분노이라는 느낀 오래 이렇게 감정을 건
분노,"솔직히 말하자면, 나는 분노 때문에 지금 힘들다."
분노,솔직히 말해서 나 지금 분노 때문에 힘들어.
분노,때문에 분노 나 지금 솔직히 말해서 힘들어.
분노,그는 괜찮다고 말하지만 계속 화가 났다.
분노,괜찮다고 말하면서도 계속 분노이 따라다녀.
분노,분노이 말하면서도 괜찮다고 따라다녀. 계속
분노,분노 때문에 음식을 먹지 않고 잠을 자지 않는다.
분노,분노 때문에 밥맛도 없고 잠도 안 와.
분노,잠도 밥맛도 때문에 와. 분노 없고 안
분노,힘들었어. 이유 그냥 지치고 없이
분노,하루 기운이 없었어. 종일
분노,가라앉는 별일 기분이 들어. 자꾸 없는데
분노,공허했어. 해도 대화를 마음이
분노,"내가 모르겠어, 그냥 왜 이러는지 힘들어."
분노,어지러워. 복잡하고 마음이
분노,답답했어. 것도 아닌데 한 속이 뭐라고 누가
분노,안 멍했어. 되고 집중이 일상에
분노,하루였어. 괜히 날 같은 것 눈물이
분노,쓸쓸함이 있으면 혼자 밀려와.
분노,집안일 하나도 시간을 하고 흘려보냈어. 못
분노,들여다보면서 보냈어. 시간을 핸드폰만
분노,아무것도 오늘 침대에만 있었어. 누워 하지 않고
분노,하루 멍하니 바라봤어. 종일 창밖만
분노,누워서 바라보며 천장만 보냈어. 시간을
분노,속 내 거울 느껴졌어. 모습이 낯설게
분노,그냥 밥도 멍하니 거르고 있었어.
분노,친구한테 없었어. 답장할 힘도
분노,조용히 방 안에서 있었어. 하루 종일
짜증,그것은 정말 나를 짜증나게 느낀다.
짜증,진심으로 화나다이 나를 갉아먹는 느낌이야.
짜증,진심으로 느낌이야. 갉아먹는 나를 짜증이
짜증,자극 때문에 먹지 않고 잠을 자지 않는다.
짜증,화나다 때문에 밥맛도 없고 잠도 안 와.
짜증,없고 와. 짜증 밥맛도 잠도 때문에 안
짜증,나는 불안을 표현하는 방법을 모른다.
짜증,화나다이라는 감정을 어떻게 표현해야 할지 모르겠어.
짜증,어떻게 모르겠어. 할지 감정을 짜증이라는 표현해야
짜증,흥분 때문에 웃는 것이 이상했습니다.
짜증,화나다 때문에 웃는 게 어색해졌어.
짜증,때문에 짜증 어색해졌어. 웃는 게
짜증,"무슨 일이 일어날지라도, 자극은 사라지지 않습니다."
짜증,무슨 일이 있어도 짜증나다은 좀처럼 사라지지 않아.
짜증,좀처럼 있어도 일이 짜증은 사라지지 무슨 않아.
짜증,계속 열받다이 느껴져서 하루 종일 우울했어.
짜증,계속 느껴져서 종일 하루 우울했어. 짜증이
짜증,"그것은 잘 보이지만, 그것은 완전히 짜증나는."
짜증,겉으로는 멀쩡해 보여도 속은 완전 짜증나다이야.
짜증,겉으로는 멀쩡해 완전 보여도 속은 짜증이야.
짜증,"왜 그렇게 짜증나는지, 나는 모른다."
짜증,"왜 이렇게 짜증나다하지, 나도 모르겠어."
짜증,"모르겠어. 나도 짜증하지, 이렇게 왜"
짜증,"나는 그것이 불안하다고 생각하고, 지금은 무력하다."
짜증,화나다이 쌓이고 쌓여서 이제는 무뎌진 것 같아.
짜증,같아. 쌓여서 무뎌진 짜증이 것 이제는 쌓이고
짜증,그는 괜찮다고 말하지만 여전히 짜증나고 있습니다.
짜증,괜찮다고 말하면서도 계속 짜증나다이 따라다녀.
짜증,괜찮다고 짜증이 따라다녀. 말하면서도 계속
짜증,그냥 이유 지치고 힘들었어. 없이
짜증,것 눈물이 같은 하루였어. 날 괜히
짜증,안 집중이 일상에 멍했어. 되고
짜증,한 뭐라고 것도 답답했어. 누가 아닌데 속이
짜증,기분이 가라앉는 자꾸 별일 들어. 없는데
짜증,종일 하루 없었어. 기운이
짜증,"힘들어. 그냥 모르겠어, 내가 왜 이러는지"
짜증,쓸쓸함이 있으면 밀려와. 혼자
짜증,시간을 천장만 누워서 바라보며 보냈어.
짜증,누워 있었어. 아무것도 하지 침대에만 오늘 않고
짜증,거울 내 속 느껴졌어. 모습이 낯설게
짜증,집안일 시간을 하나도 하고 흘려보냈어. 못
짜증,안에서 종일 조용히 방 있었어. 하루
짜증,보냈어. 들여다보면서 핸드폰만 시간을
짜증,친구한테 답장할 없었어. 힘도
짜증,멍하니 그냥 밥도 있었어. 거르고
질투,그는 괜찮다고 말하지만 여전히 질투합니다.
질투,괜찮다고 말하면서도 계속 질투이 따라다녀.
질투,질투이 말하면서도 괜찮다고 따라다녀. 계속
질투,"사람들은 모른다, 나는 질투한다."
질투,사람들이 모를 뿐이지 나 진짜 질투해.
질투,진짜 사람들이 뿐이지 나 질투해. 모를
질투,"나는 울고있다, 어쩌면 질투 때문에."
질투,"말없이 눈물만 나, 아마 질투 때문일 거야."
질투,"거야. 질투 아마 때문일 눈물만 말없이 나,"
질투,질투에 대한 음식도 없고 잠도 없다.
질투,질투 때문에 밥맛도 없고 잠도 안 와.
질투,잠도 와. 안 없고 밥맛도 때문에 질투
질투,나는 질투를 표현하는 방법을 모른다.
질투,질투이라는 감정을 어떻게 표현해야 할지 모르겠어.
질투,질투이라는 모르겠어. 감정을 표현해야 할지 어떻게
질투,무슨 일이 일어나든 질투는 사라지지 않는다.
질투,무슨 일이 있어도 질투은 좀처럼 사라지지 않아.
질투,일이 있어도 사라지지 않아. 질투은 무슨 좀처럼
질투,나는 진짜 질투가 나를 먹는 것처럼 느낀다.
질투,진심으로 질투이 나를 갉아먹는 느낌이야.
질투,갉아먹는 느낌이야. 진심으로 질투이 나를
질투,나는 너무 질투해서 그렇게 할 수 없다.
질투,질투이 너무 심해서 일도 못 하겠어.
질투,못 하겠어. 너무 일도 질투이 심해서
질투,이 질투가 계속되면 그것은 떨어질 것입니다.
질투,이런 질투이 계속되면 무너질 것 같아.
질투,무너질 질투이 이런 같아. 계속되면 것
질투,그것은 좋은 것처럼 보이지만 완전히 질투합니다.
질투,겉으로는 멀쩡해 보여도 속은 완전 질투이야.
질투,완전 질투이야. 속은 멀쩡해 보여도 겉으로는
질투,종일 기운이 없었어. 하루
질투,누가 한 속이 뭐라고 아닌데 것도 답답했어.
질투,기분이 없는데 자꾸 가라앉는 별일 들어.
질투,안 일상에 멍했어. 되고 집중이
질투,대화를 공허했어. 해도 마음이
질투,하루였어. 같은 눈물이 날 괜히 것
질투,"힘들어. 내가 이러는지 그냥 왜 모르겠어,"
질투,밀려와. 혼자 있으면 쓸쓸함이
질투,힘들었어. 그냥 없이 지치고 이유
질투,있었어. 안에서 조용히 종일 방 하루
질투,하루 창밖만 멍하니 바라봤어. 종일
질투,보냈어. 시간을 핸드폰만 들여다보면서
질투,천장만 바라보며 시간을 보냈어. 누워서
질투,없었어. 답장할 친구한테 힘도
질투,집안일 하나도 하고 못 흘려보냈어. 시간을
질투,멍하니 그냥 거르고 있었어. 밥도
질투,하지 아무것도 있었어. 누워 않고 침대에만 오늘
질투,모습이 속 낯설게 내 느껴졌어. 거울
억울함,고통 때문에 음식을 먹지 않고 잠을 자지 않습니다.
억울함,억울함 때문에 밥맛도 없고 잠도 안 와.
억울함,잠도 억울함 안 없고 때문에 와. 밥맛도
억울함,나는 오랫동안 그렇게 슬프게 느꼈던 처음이었다.
억울함,억울함이라는 감정을 이렇게 오래 느낀 건 처음이야.
억울함,처음이야. 오래 이렇게 건 감정을 억울함이라는 느낀
억울함,이 상황이 지금 슬프게 되기를 바란다.
억울함,지금 이 상태가 억울함인 건가 싶어.
억울함,건가 이 지금 싶어. 상태가 억울함인
억울함,"나는 울고있다, 어쩌면 고통 때문에."
억울함,"말없이 눈물만 나, 아마 억울함 때문일 거야."
억울함,"억울함 아마 말없이 때문일 눈물만 거야. 나,"
억울함,"그는 괜찮다고 말하지만, 그는 여전히 슬프다."
억울함,괜찮다고 말하면서도 계속 억울함이 따라다녀.
억울함,말하면서도 억울함이 괜찮다고 계속 따라다녀.
억울함,슬픈 날이었고 특별한 일이 없었다.
억울함,"그냥 억울함한 하루였어, 특별한 일도 없는데."
억울함,"일도 그냥 특별한 하루였어, 없는데. 억울함한"
억울함,"나는 너무 슬프다, 나는 사람들을 만나고 싶지 않다."
억울함,억울함이 너무 심해서 사람 만나기도 싫어.
억울함,싫어. 사람 심해서 너무 만나기도 억울함이
억울함,당신이 바보라면 슬픔을 밀어 넣으십시오.
억울함,그냥 멍하게 있다 보면 억울함이 밀려와.
억울함,보면 있다 억울함이 멍하게 밀려와. 그냥
억울함,"이 고통이 계속된다면, 그것은 떨어질 것이다."
억울함,이런 억울함이 계속되면 무너질 것 같아.
억울함,같아. 무너질 억울함이 것 계속되면 이런
억울함,"무슨 일이 일어나든, 고통은 사라지지 않습니다."
억울함,무슨 일이 있어도 억울함은 좀처럼 사라지지 않아.
억울함,무슨 억울함은 사라지지 있어도 일이 좀처럼 않아.
억울함,집중이 일상에 되고 멍했어. 안
억울함,없었어. 하루 기운이 종일
억울함,속이 것도 답답했어. 한 뭐라고 아닌데 누가
억울함,기분이 들어. 없는데 가라앉는 자꾸 별일
억울함,괜히 눈물이 같은 날 것 하루였어.
억울함,이유 그냥 없이 힘들었어. 지치고
억울함,"이러는지 내가 왜 모르겠어, 힘들어. 그냥"
억울함,있었어. 밥도 멍하니 거르고 그냥
억울함,창밖만 멍하니 종일 하루 바라봤어.
억울함,느껴졌어. 속 거울 모습이 내 낯설게
억울함,못 하나도 흘려보냈어. 집안일 시간을 하고
억울함,오늘 않고 누워 하지 있었어. 침대에만 아무것도
억울함,안에서 조용히 방 있었어. 하루 종일
억울함,시간을 천장만 바라보며 누워서 보냈어.
좌절,왜 그렇게 실망했는지 모르겠다.
좌절,"왜 이렇게 좌절하지, 나도 모르겠어."
좌절,"왜 나도 이렇게 모르겠어. 좌절하지,"
좌절,"이 실망이 계속된다면, 그것은 떨어질 것이다."
좌절,이런 좌절이 계속되면 무너질 것 같아.
좌절,무너질 이런 좌절이 것 같아. 계속되면
좌절,지금은 실망하고 실망하다고 생각합니다.
좌절,좌절이 쌓이고 쌓여서 이제는 무뎌진 것 같아.
좌절,무뎌진 좌절이 쌓여서 쌓이고 이제는 것 같아.
좌절,잠을 자고 깨어나는 것은 실망스럽다.
좌절,자고 일어나도 좌절은 그대로야.
좌절,일어나도 그대로야. 자고 좌절은
좌절,"나는 울고있다, 어쩌면 실망 때문에."
좌절,"말없이 눈물만 나, 아마 좌절 때문일 거야."
좌절,"때문일 눈물만 좌절 거야. 아마 말없이 나,"
좌절,나는 때때로 실망없이 살고 싶다.
좌절,가끔은 좌절 없이 살고 싶다는 생각이 들어.
좌절,좌절 살고 생각이 싶다는 없이 가끔은 들어.
좌절,나는 하루 종일 혼란스럽고 우울했다.
