감정명,문장 예시
불안,나는 내 친구에게 대답할 수 없었다.
불안,친구한테 답장할 힘도 없었어.
불안,없었어. 답장할 힘도 친구한테
불안,나는 집안일을 하지 않았고 시간을 보냈다.
불안,집안일 하나도 못 하고 시간을 흘려보냈어.
불안,하고 하나도 집안일 시간을 못 흘려보냈어.
불안,나는 심지어 샤워를 하지 않았다.
불안,샤워할 기운조차 없었어.
불안,기운조차 샤워할 없었어.
불안,오늘은 아무것도 하지 않고 침대에 누워있었습니다.
불안,오늘 아무것도 하지 않고 침대에만 누워 있었어.
불안,침대에만 오늘 누워 않고 하지 아무것도 있었어.
불안,나는 휴대폰을 보면서 시간을 보냈다.
불안,핸드폰만 들여다보면서 시간을 보냈어.
불안,시간을 보냈어. 핸드폰만 들여다보면서
불안,나는 바보였고 그냥 바보였다.
불안,밥도 거르고 그냥 멍하니 있었어.
불안,밥도 거르고 그냥 멍하니 있었어.
불안,나는 하루 종일 방에서 조용했다.
불안,하루 종일 방 안에서 조용히 있었어.
불안,있었어. 방 하루 안에서 조용히 종일
불안,나는 앉아서 지붕을 바라보는 시간을 보냈다.
불안,누워서 천장만 바라보며 시간을 보냈어.
불안,바라보며 보냈어. 천장만 시간을 누워서
스트레스,스트레스는 내 인생 전체를 극복한다.
스트레스,스트레스이 내 일상 전부를 잠식하고 있어.
스트레스,내 잠식하고 있어. 스트레스이 전부를 일상
스트레스,잠을 자고 일어나는 것은 스트레스가 많다.
스트레스,자고 일어나도 스트레스은 그대로야.
스트레스,자고 스트레스은 그대로야. 일어나도
스트레스,이 스트레스가 계속되면 그것은 떨어질 것입니다.
스트레스,이런 스트레스이 계속되면 무너질 것 같아.
스트레스,스트레스이 무너질 같아. 이런 것 계속되면
스트레스,스트레스는 끝났고 지금은 견딜 수 없는 것처럼 보입니다.
스트레스,스트레스이 쌓이고 쌓여서 이제는 무뎌진 것 같아.
스트레스,쌓이고 것 무뎌진 스트레스이 쌓여서 이제는 같아.
스트레스,"솔직히 말하자면, 지금은 스트레스로 인해 힘들다."
스트레스,솔직히 말해서 나 지금 스트레스 때문에 힘들어.
스트레스,때문에 힘들어. 스트레스 나 지금 솔직히 말해서
스트레스,계속 스트레스를 느낀다.
스트레스,자꾸 스트레스에 잠식당하는 기분이야.
스트레스,스트레스에 잠식당하는 자꾸 기분이야.
스트레스,나는 내가 일할 수 없다는 것을 너무 강조한다.
스트레스,스트레스이 너무 심해서 일도 못 하겠어.
스트레스,스트레스이 너무 심해서 못 하겠어. 일도
스트레스,나는 너무 긴장되어 병원에 가야 한다고 생각한다.
스트레스,나 요즘 스트레스이 너무 심해서 병원 가볼까 고민 중이야.
스트레스,심해서 병원 고민 너무 요즘 가볼까 나 스트레스이 중이야.
스트레스,나는 너무 스트레스를 받아서 사람들을 만나는 것을 좋아하지 않는다.
스트레스,스트레스이 너무 심해서 사람 만나기도 싫어.
스트레스,스트레스이 싫어. 너무 사람 만나기도 심해서
스트레스,때때로 나는 스트레스없이 살고 싶다고 생각한다.
스트레스,가끔은 스트레스 없이 살고 싶다는 생각이 들어.
스트레스,싶다는 가끔은 스트레스 들어. 생각이 살고 없이
스트레스,그것은 눈물의 날과 같았다.
스트레스,괜히 눈물이 날 것 같은 하루였어.
스트레스,같은 것 눈물이 하루였어. 괜히 날
스트레스,당신의 마음은 복잡하고 복잡합니다.
스트레스,마음이 복잡하고 어지러워.
스트레스,마음이 복잡하고 어지러워.
스트레스,왜 그런지 모르겠지만 힘들다.
스트레스,"내가 왜 이러는지 모르겠어, 그냥 힘들어."
스트레스,"왜 이러는지 모르겠어, 그냥 내가 힘들어."
스트레스,하루 종일 기분이 좋지 않았다.
스트레스,하루 종일 기운이 없었어.
스트레스,종일 하루 기운이 없었어.
스트레스,아무도 아무 말도 하지 않았지만 나는 바보였다.
스트레스,누가 뭐라고 한 것도 아닌데 속이 답답했어.
스트레스,누가 답답했어. 것도 한 속이 아닌데 뭐라고
스트레스,어렵고 피곤한 이유가 없었다.
스트레스,그냥 이유 없이 지치고 힘들었어.
스트레스,이유 없이 그냥 힘들었어. 지치고
스트레스,집중하지 않고 어리석은
스트레스,일상에 집중이 안 되고 멍했어.
스트레스,집중이 멍했어. 안 되고 일상에
스트레스,"그것은 일어나지 않지만, 나는 여전히 죽고있다."
스트레스,별일 없는데 자꾸 가라앉는 기분이 들어.
스트레스,들어. 기분이 없는데 가라앉는 별일 자꾸
스트레스,"혼자있을 때, 불행을 제거하십시오."
스트레스,혼자 있으면 쓸쓸함이 밀려와.
스트레스,혼자 밀려와. 있으면 쓸쓸함이
스트레스,"내가 말했을 때, 내 마음은 텅 비어 있었다."
스트레스,대화를 해도 마음이 공허했어.
스트레스,마음이 대화를 공허했어. 해도
스트레스,나는 내 친구에게 대답할 수 없었다.
스트레스,친구한테 답장할 힘도 없었어.
스트레스,답장할 없었어. 친구한테 힘도
스트레스,나는 휴대폰을 보면서 시간을 보냈다.
스트레스,핸드폰만 들여다보면서 시간을 보냈어.
스트레스,시간을 핸드폰만 들여다보면서 보냈어.
스트레스,오늘은 아무것도 하지 않고 침대에 누워있었습니다.
스트레스,오늘 아무것도 하지 않고 침대에만 누워 있었어.
스트레스,누워 하지 침대에만 오늘 않고 아무것도 있었어.
스트레스,나는 집안일을 하지 않았고 시간을 보냈다.
스트레스,집안일 하나도 못 하고 시간을 흘려보냈어.
스트레스,못 하고 하나도 흘려보냈어. 시간을 집안일
스트레스,나는 심지어 샤워를 하지 않았다.
스트레스,샤워할 기운조차 없었어.
스트레스,샤워할 없었어. 기운조차
스트레스,나는 바보였고 그냥 바보였다.
스트레스,밥도 거르고 그냥 멍하니 있었어.
스트레스,멍하니 밥도 있었어. 그냥 거르고
스트레스,거울 속에서 이상하게 느껴졌다.
스트레스,거울 속 내 모습이 낯설게 느껴졌어.
스트레스,속 느껴졌어. 모습이 낯설게 거울 내
스트레스,나는 앉아서 지붕을 바라보는 시간을 보냈다.
스트레스,누워서 천장만 바라보며 시간을 보냈어.
스트레스,시간을 누워서 보냈어. 바라보며 천장만
스트레스,나는 하루 종일 창문 밖을 바라보았다.
스트레스,하루 종일 창밖만 멍하니 바라봤어.
스트레스,하루 바라봤어. 창밖만 멍하니 종일
스트레스,나는 하루 종일 방에서 조용했다.
스트레스,하루 종일 방 안에서 조용히 있었어.
스트레스,종일 조용히 하루 있었어. 안에서 방
외로움,그녀는 여전히 외로움을 느낀다.
외로움,자꾸 외로움에 잠식당하는 기분이야.
외로움,외로움에 기분이야. 자꾸 잠식당하는
외로움,정말로 외로움이 나를 먹는 것처럼 느껴집니다.
외로움,진심으로 외로움이 나를 갉아먹는 느낌이야.
외로움,외로움이 진심으로 느낌이야. 갉아먹는 나를
외로움,나는 외로움으로 고통 받고 아무 말도 하지 않는다.
외로움,외로움이 괴로워서 아무 말도 하기 싫어.
외로움,말도 싫어. 아무 괴로워서 외로움이 하기
외로움,때때로 나는 외로움 없이 살고 싶다.
외로움,가끔은 외로움 없이 살고 싶다는 생각이 들어.
외로움,들어. 싶다는 외로움 살고 생각이 가끔은 없이
외로움,나는 하루 종일 외로움에 대해 생각했다.
외로움,하루 종일 외로움 생각뿐이었어.
외로움,종일 하루 생각뿐이었어. 외로움
외로움,외로움은 내 인생 전체를 덮고 있다.
외로움,외로움이 내 일상 전부를 잠식하고 있어.
외로움,전부를 외로움이 잠식하고 내 일상 있어.
외로움,왜 그렇게 혼자 있는지 모르겠다.
외로움,"왜 이렇게 외로움하지, 나도 모르겠어."
외로움,"이렇게 외로움하지, 왜 모르겠어. 나도"
외로움,외로움을 위해 먹지 않고 잠을 자지 않는다.
외로움,외로움 때문에 밥맛도 없고 잠도 안 와.
외로움,잠도 밥맛도 와. 없고 외로움 안 때문에
외로움,나는 너무 외로워서 병원에 가야 한다.
외로움,나 요즘 외로움이 너무 심해서 병원 가볼까 고민 중이야.
외로움,외로움이 심해서 너무 요즘 나 병원 중이야. 가볼까 고민
외로움,잠을 자고 깨어나는 것은 외로움이다.
외로움,자고 일어나도 외로움은 그대로야.
외로움,일어나도 자고 외로움은 그대로야.
외로움,그것은 눈물의 날과 같았다.
외로움,괜히 눈물이 날 것 같은 하루였어.
외로움,하루였어. 눈물이 것 괜히 날 같은
외로움,아무도 아무 말도 하지 않았지만 나는 바보였다.
외로움,누가 뭐라고 한 것도 아닌데 속이 답답했어.
외로움,속이 아닌데 뭐라고 누가 답답했어. 한 것도
외로움,어렵고 피곤한 이유가 없었다.
외로움,그냥 이유 없이 지치고 힘들었어.
외로움,없이 지치고 힘들었어. 이유 그냥
외로움,하루 종일 기분이 좋지 않았다.
외로움,하루 종일 기운이 없었어.
외로움,기운이 없었어. 종일 하루
외로움,"그것은 일어나지 않지만, 나는 여전히 죽고있다."
외로움,별일 없는데 자꾸 가라앉는 기분이 들어.
외로움,별일 기분이 들어. 없는데 자꾸 가라앉는
외로움,당신의 마음은 복잡하고 복잡합니다.
외로움,마음이 복잡하고 어지러워.
외로움,복잡하고 어지러워. 마음이
외로움,"혼자있을 때, 불행을 제거하십시오."
외로움,혼자 있으면 쓸쓸함이 밀려와.
외로움,밀려와. 쓸쓸함이 있으면 혼자
외로움,집중하지 않고 어리석은
외로움,일상에 집중이 안 되고 멍했어.
외로움,집중이 되고 안 멍했어. 일상에
외로움,왜 그런지 모르겠지만 힘들다.
외로움,"내가 왜 이러는지 모르겠어, 그냥 힘들어."
외로움,"힘들어. 그냥 왜 모르겠어, 내가 이러는지"
외로움,"내가 말했을 때, 내 마음은 텅 비어 있었다."
외로움,대화를 해도 마음이 공허했어.
외로움,대화를 해도 공허했어. 마음이
외로움,거울 속에서 이상하게 느껴졌다.
외로움,거울 속 내 모습이 낯설게 느껴졌어.
외로움,낯설게 모습이 거울 내 속 느껴졌어.
외로움,나는 심지어 샤워를 하지 않았다.
외로움,샤워할 기운조차 없었어.
외로움,샤워할 기운조차 없었어.
외로움,오늘은 아무것도 하지 않고 침대에 누워있었습니다.
외로움,오늘 아무것도 하지 않고 침대에만 누워 있었어.
외로움,않고 누워 아무것도 침대에만 하지 있었어. 오늘
외로움,나는 하루 종일 방에서 조용했다.
외로움,하루 종일 방 안에서 조용히 있었어.
외로움,안에서 있었어. 조용히 하루 방 종일
외로움,나는 앉아서 지붕을 바라보는 시간을 보냈다.
외로움,누워서 천장만 바라보며 시간을 보냈어.
외로움,시간을 보냈어. 천장만 바라보며 누워서
외로움,나는 내 친구에게 대답할 수 없었다.
외로움,친구한테 답장할 힘도 없었어.
외로움,힘도 친구한테 없었어. 답장할
외로움,나는 휴대폰을 보면서 시간을 보냈다.
외로움,핸드폰만 들여다보면서 시간을 보냈어.
외로움,시간을 들여다보면서 보냈어. 핸드폰만
외로움,나는 바보였고 그냥 바보였다.
외로움,밥도 거르고 그냥 멍하니 있었어.
외로움,멍하니 있었어. 그냥 밥도 거르고
외로움,나는 집안일을 하지 않았고 시간을 보냈다.
외로움,집안일 하나도 못 하고 시간을 흘려보냈어.
외로움,하고 하나도 시간을 집안일 흘려보냈어. 못
외로움,나는 하루 종일 창문 밖을 바라보았다.
외로움,하루 종일 창밖만 멍하니 바라봤어.
외로움,바라봤어. 하루 종일 멍하니 창밖만
무기력,나는 힘을 극복하고 싶지만 쉽지 않다.
무기력,무기력을(를) 이겨내고 싶은데 쉽지가 않아.
무기력,않아. 무기력을(를) 쉽지가 이겨내고 싶은데
무기력,나는 하루 종일 무력하고 우울하다고 느꼈다.
무기력,계속 무기력이 느껴져서 하루 종일 우울했어.
무기력,하루 계속 무기력이 우울했어. 느껴져서 종일
무기력,나는 힘의 감각을 표현하는 방법을 모른다.
무기력,무기력이라는 감정을 어떻게 표현해야 할지 모르겠어.
무기력,모르겠어. 표현해야 감정을 무기력이라는 어떻게 할지
무기력,나는 너무 무력해서 사람들을 만나는 것을 좋아하지 않는다.
무기력,무기력이 너무 심해서 사람 만나기도 싫어.
무기력,싫어. 사람 심해서 너무 무기력이 만나기도
무기력,나는 하루 종일 무력에 대해 생각했다.
무기력,하루 종일 무기력 생각뿐이었어.
무기력,생각뿐이었어. 하루 종일 무기력
무기력,"그는 괜찮다고 말하지만, 그는 여전히 무력하다."
무기력,괜찮다고 말하면서도 계속 무기력이 따라다녀.
무기력,괜찮다고 따라다녀. 말하면서도 계속 무기력이
무기력,"왜 그렇게 무력한지, 나는 모른다."
무기력,"왜 이렇게 무기력하지, 나도 모르겠어."
무기력,"왜 모르겠어. 나도 무기력하지, 이렇게"
무기력,"이 힘이 계속된다면, 그것은 붕괴 될 것이다."
무기력,이런 무기력이 계속되면 무너질 것 같아.
무기력,계속되면 이런 것 같아. 무너질 무기력이
무기력,나는 이 나라가 무력하다고 생각한다.
무기력,지금 이 상태가 무기력인 건가 싶어.
무기력,이 건가 무기력인 지금 상태가 싶어.
무기력,나는 너무 힘들고 나는 병원에 가고 있다고 생각한다.
무기력,나 요즘 무기력이 너무 심해서 병원 가볼까 고민 중이야.
무기력,가볼까 너무 나 병원 중이야. 심해서 요즘 무기력이 고민
무기력,"그것은 일어나지 않지만, 나는 여전히 죽고있다."
무기력,별일 없는데 자꾸 가라앉는 기분이 들어.
무기력,들어. 없는데 가라앉는 자꾸 별일 기분이
무기력,하루 종일 기분이 좋지 않았다.
무기력,하루 종일 기운이 없었어.
무기력,없었어. 종일 기운이 하루
무기력,"내가 말했을 때, 내 마음은 텅 비어 있었다."
무기력,대화를 해도 마음이 공허했어.
무기력,해도 마음이 공허했어. 대화를
무기력,당신의 마음은 복잡하고 복잡합니다.
무기력,마음이 복잡하고 어지러워.
무기력,복잡하고 마음이 어지러워.
무기력,집중하지 않고 어리석은
무기력,일상에 집중이 안 되고 멍했어.
무기력,멍했어. 일상에 집중이 되고 안
무기력,그것은 눈물의 날과 같았다.
무기력,괜히 눈물이 날 것 같은 하루였어.
무기력,눈물이 날 같은 것 괜히 하루였어.
무기력,"혼자있을 때, 불행을 제거하십시오."
무기력,혼자 있으면 쓸쓸함이 밀려와.
무기력,있으면 쓸쓸함이 혼자 밀려와.
무기력,어렵고 피곤한 이유가 없었다.
무기력,그냥 이유 없이 지치고 힘들었어.
무기력,지치고 이유 그냥 없이 힘들었어.
무기력,왜 그런지 모르겠지만 힘들다.
무기력,"내가 왜 이러는지 모르겠어, 그냥 힘들어."
무기력,"힘들어. 모르겠어, 그냥 왜 이러는지 내가"
무기력,아무도 아무 말도 하지 않았지만 나는 바보였다.
무기력,누가 뭐라고 한 것도 아닌데 속이 답답했어.
무기력,뭐라고 한 속이 아닌데 것도 누가 답답했어.
무기력,거울 속에서 이상하게 느껴졌다.
무기력,거울 속 내 모습이 낯설게 느껴졌어.
무기력,거울 낯설게 내 모습이 느껴졌어. 속
무기력,나는 하루 종일 방에서 조용했다.
무기력,하루 종일 방 안에서 조용히 있었어.
무기력,종일 안에서 하루 방 조용히 있었어.
무기력,나는 하루 종일 창문 밖을 바라보았다.
무기력,하루 종일 창밖만 멍하니 바라봤어.
무기력,바라봤어. 멍하니 하루 종일 창밖만
무기력,나는 집안일을 하지 않았고 시간을 보냈다.
무기력,집안일 하나도 못 하고 시간을 흘려보냈어.
무기력,못 집안일 시간을 하나도 하고 흘려보냈어.
무기력,나는 바보였고 그냥 바보였다.
무기력,밥도 거르고 그냥 멍하니 있었어.
무기력,거르고 멍하니 밥도 있었어. 그냥
무기력,나는 휴대폰을 보면서 시간을 보냈다.
무기력,핸드폰만 들여다보면서 시간을 보냈어.
무기력,시간을 핸드폰만 들여다보면서 보냈어.
무기력,오늘은 아무것도 하지 않고 침대에 누워있었습니다.
무기력,오늘 아무것도 하지 않고 침대에만 누워 있었어.
무기력,누워 오늘 침대에만 아무것도 있었어. 않고 하지
무기력,나는 내 친구에게 대답할 수 없었다.
무기력,친구한테 답장할 힘도 없었어.
무기력,힘도 없었어. 친구한테 답장할
무기력,나는 심지어 샤워를 하지 않았다.
무기력,샤워할 기운조차 없었어.
무기력,기운조차 없었어. 샤워할
무기력,나는 앉아서 지붕을 바라보는 시간을 보냈다.
무기력,누워서 천장만 바라보며 시간을 보냈어.
무기력,천장만 바라보며 누워서 시간을 보냈어.
분노,오늘날 진정한 분노로 인해 아무것도 손에 잡혀 있지 않습니다.
분노,요즘 진짜 분노 때문에 아무것도 손에 안 잡혀.
분노,잡혀. 아무것도 분노 때문에 요즘 안 손에 진짜
분노,분노가 나를 먹는 것처럼 느껴졌다.
분노,진심으로 분노이 나를 갉아먹는 느낌이야.
분노,나를 갉아먹는 분노이 진심으로 느낌이야.
분노,나는 화가 나서 아무 말도 하지 않는다.
분노,분노이 괴로워서 아무 말도 하기 싫어.
분노,아무 하기 괴로워서 분노이 싫어. 말도
분노,그는 계속 화가 났다.
분노,자꾸 분노에 잠식당하는 기분이야.
분노,기분이야. 잠식당하는 자꾸 분노에
분노,"나는 울고있다, 어쩌면 분노 때문에."
분노,"말없이 눈물만 나, 아마 분노 때문일 거야."
분노,"때문일 눈물만 말없이 거야. 나, 아마 분노"
분노,나는 왜 그렇게 화가 났는지 모르겠다.
분노,"왜 이렇게 분노하지, 나도 모르겠어."
분노,"분노하지, 이렇게 왜 나도 모르겠어."
분노,이렇게 오랫동안 분노를 느끼는 것은 처음이었습니다.
분노,분노이라는 감정을 이렇게 오래 느낀 건 처음이야.
분노,처음이야. 분노이라는 느낀 오래 이렇게 감정을 건
분노,"솔직히 말하자면, 나는 분노 때문에 지금 힘들다."
분노,솔직히 말해서 나 지금 분노 때문에 힘들어.
분노,때문에 분노 나 지금 솔직히 말해서 힘들어.
분노,그는 괜찮다고 말하지만 계속 화가 났다.
분노,괜찮다고 말하면서도 계속 분노이 따라다녀.
분노,분노이 말하면서도 괜찮다고 따라다녀. 계속
분노,분노 때문에 음식을 먹지 않고 잠을 자지 않는다.
분노,분노 때문에 밥맛도 없고 잠도 안 와.
분노,잠도 밥맛도 때문에 와. 분노 없고 안
분노,어렵고 피곤한 이유가 없었다.
분노,그냥 이유 없이 지치고 힘들었어.
분노,힘들었어. 이유 그냥 지치고 없이
분노,하루 종일 기분이 좋지 않았다.
분노,하루 종일 기운이 없었어.
분노,하루 기운이 없었어. 종일
분노,"그것은 일어나지 않지만, 나는 여전히 죽고있다."
분노,별일 없는데 자꾸 가라앉는 기분이 들어.
분노,가라앉는 별일 기분이 들어. 자꾸 없는데
분노,"내가 말했을 때, 내 마음은 텅 비어 있었다."
분노,대화를 해도 마음이 공허했어.
분노,공허했어. 해도 대화를 마음이
분노,왜 그런지 모르겠지만 힘들다.
분노,"내가 왜 이러는지 모르겠어, 그냥 힘들어."
분노,"내가 모르겠어, 그냥 왜 이러는지 힘들어."
분노,당신의 마음은 복잡하고 복잡합니다.
분노,마음이 복잡하고 어지러워.
분노,어지러워. 복잡하고 마음이
분노,아무도 아무 말도 하지 않았지만 나는 바보였다.
분노,누가 뭐라고 한 것도 아닌데 속이 답답했어.
분노,답답했어. 것도 아닌데 한 속이 뭐라고 누가
분노,집중하지 않고 어리석은
분노,일상에 집중이 안 되고 멍했어.
분노,안 멍했어. 되고 집중이 일상에
분노,그것은 눈물의 날과 같았다.
분노,괜히 눈물이 날 것 같은 하루였어.
분노,하루였어. 괜히 날 같은 것 눈물이
분노,"혼자있을 때, 불행을 제거하십시오."
분노,혼자 있으면 쓸쓸함이 밀려와.
